Date,GBP,AUD,CAD,EUR,USD
10/29/02,1,2.7872,2.4305,1.5855,1.557
10/28/02,1,2.7784,2.419,1.5876,1.5471
10/27/02,1,2.7954,2.4303,1.5908,1.5531
10/26/02,1,2.7954,2.4303,1.5908,1.5531
10/25/02,1,2.7954,2.4303,1.5908,1.5531
10/24/02,1,2.7868,2.418,1.5886,1.5469
10/23/02,1,2.7987,2.4285,1.584,1.5484
10/22/02,1,2.7938,2.4181,1.5835,1.5468
10/21/02,1,2.7962,2.4286,1.5873,1.5473
10/20/02,1,2.8116,2.4358,1.5916,1.5494
10/19/02,1,2.8116,2.4358,1.5916,1.5494
10/18/02,1,2.8116,2.4358,1.5916,1.5494
10/17/02,1,2.8309,2.4559,1.5958,1.558
10/16/02,1,2.8406,2.4676,1.5828,1.5548
10/15/02,1,2.8444,2.4613,1.5848,1.5547
10/14/02,1,2.8572,2.4752,1.5818,1.5617
10/13/02,1,2.8446,2.4756,1.582,1.5594
10/12/02,1,2.8446,2.4756,1.582,1.5594
10/11/02,1,2.8446,2.4756,1.582,1.5594
10/10/02,1,2.8491,2.4884,1.583,1.5632
10/09/02,1,2.8371,2.4799,1.5828,1.5533
10/08/02,1,2.8532,2.488,1.5959,1.564
10/07/02,1,2.8463,2.4913,1.5962,1.5655
10/06/02,1,2.8655,2.4905,1.5898,1.5684
10/05/02,1,2.8655,2.4905,1.5898,1.5684
10/04/02,1,2.8655,2.4905,1.5898,1.5684
10/03/02,1,2.8874,2.4989,1.5883,1.5708
10/02/02,1,2.8774,2.4775,1.5926,1.5663
10/01/02,1,2.8971,2.4915,1.5931,1.571
09/30/02,1,2.8755,2.4728,1.5886,1.5663
09/29/02,1,2.8571,2.4529,1.5918,1.5567
09/28/02,1,2.8571,2.4529,1.5918,1.5567
09/27/02,1,2.8571,2.4529,1.5918,1.5567
09/26/02,1,2.8723,2.4643,1.5939,1.5614
09/25/02,1,2.8565,2.4709,1.5946,1.5581
09/24/02,1,2.8659,2.4746,1.5845,1.5573
09/23/02,1,2.8457,2.4482,1.5825,1.5558
09/22/02,1,2.8295,2.4322,1.579,1.5459
09/21/02,1,2.8295,2.4322,1.579,1.5459
09/20/02,1,2.8295,2.4322,1.579,1.5459
09/19/02,1,2.8156,2.4416,1.5838,1.5543
09/18/02,1,2.8125,2.443,1.5833,1.5397
09/17/02,1,2.8082,2.4165,1.5881,1.5323
09/16/02,1,2.8172,2.4392,1.5924,1.5419
09/15/02,1,2.8306,2.4691,1.5908,1.5606
09/14/02,1,2.8306,2.4691,1.5908,1.5606
09/13/02,1,2.8306,2.4691,1.5908,1.5606
09/12/02,1,2.8126,2.4586,1.5939,1.5551
09/11/02,1,2.8458,2.4563,1.5964,1.5564
09/10/02,1,2.826,2.4383,1.5921,1.5539
09/09/02,1,2.8527,2.432,1.5906,1.5578
09/08/02,1,2.8807,2.4596,1.5809,1.5679
09/07/02,1,2.8807,2.4596,1.5809,1.5679
09/06/02,1,2.8807,2.4596,1.5809,1.5679
09/05/02,1,2.8832,2.4695,1.5738,1.5699
09/04/02,1,2.8741,2.4306,1.5738,1.5655
09/03/02,1,2.8314,2.4187,1.5716,1.5574
09/02/02,1,2.8067,2.4123,1.5765,1.5483
09/01/02,1,2.8023,2.4111,1.5743,1.548
08/31/02,1,2.8023,2.4111,1.5743,1.548
08/30/02,1,2.8023,2.4111,1.5743,1.548
08/29/02,1,2.7934,2.4033,1.5667,1.5421
08/28/02,1,2.781,2.3902,1.564,1.5368
08/27/02,1,2.7603,2.3678,1.5625,1.5272
08/26/02,1,2.7961,2.3656,1.5669,1.5201
08/25/02,1,2.7945,2.3661,1.5664,1.519
08/24/02,1,2.7945,2.3661,1.5664,1.519
08/23/02,1,2.7945,2.3661,1.5664,1.519
08/22/02,1,2.8283,2.3806,1.5637,1.5278
08/21/02,1,2.7943,2.3896,1.561,1.5239
08/20/02,1,2.7961,2.3982,1.5586,1.5262
08/19/02,1,2.8241,2.3901,1.5674,1.5359
08/18/02,1,2.8143,2.3918,1.5618,1.5344
08/17/02,1,2.8143,2.3918,1.5618,1.5344
08/16/02,1,2.8143,2.3918,1.5618,1.5344
08/15/02,1,2.8317,2.3902,1.5672,1.5322
08/14/02,1,2.8639,2.4126,1.564,1.5416
08/13/02,1,2.8504,2.4151,1.5647,1.5332
08/12/02,1,2.8317,2.4065,1.5659,1.5315
08/11/02,1,2.8565,2.406,1.5736,1.5309
08/10/02,1,2.8565,2.406,1.5736,1.5309
08/09/02,1,2.8565,2.406,1.5736,1.5309
08/08/02,1,2.8592,2.4038,1.5785,1.5291
08/07/02,1,2.8848,2.4264,1.5845,1.5367
08/06/02,1,2.929,2.4663,1.5926,1.5431
08/05/02,1,2.9104,2.4783,1.5881,1.562
08/04/02,1,2.9034,2.4921,1.5886,1.5684
08/03/02,1,2.9034,2.4921,1.5886,1.5684
08/02/02,1,2.9034,2.4921,1.5886,1.5684
08/01/02,1,2.8883,2.4643,1.5939,1.5556
07/31/02,1,2.8566,2.4637,1.5972,1.5625
07/30/02,1,2.8686,2.4557,1.5888,1.5626
07/29/02,1,2.8979,2.4705,1.5911,1.5626
07/28/02,1,2.9269,2.481,1.578,1.5793
07/27/02,1,2.9269,2.481,1.578,1.5793
07/26/02,1,2.9269,2.481,1.578,1.5793
07/25/02,1,2.908,2.4706,1.5723,1.5745
07/24/02,1,2.9212,2.4865,1.5795,1.5661
07/23/02,1,2.8804,2.4688,1.58,1.5658
07/22/02,1,2.8456,2.4327,1.5598,1.5732
07/21/02,1,2.8415,2.4204,1.5552,1.5779
07/20/02,1,2.8415,2.4204,1.5552,1.5779
07/19/02,1,2.8415,2.4204,1.5552,1.5779
07/18/02,1,2.8353,2.4116,1.5557,1.5647
07/17/02,1,2.8207,2.4117,1.5547,1.5647
07/16/02,1,2.8043,2.4191,1.5533,1.573
07/15/02,1,2.7817,2.3969,1.5593,1.5631
07/14/02,1,2.7651,2.3602,1.5669,1.547
07/13/02,1,2.7651,2.3602,1.5669,1.547
07/12/02,1,2.7651,2.3602,1.5669,1.547
07/11/02,1,2.7685,2.3516,1.5676,1.5419
07/10/02,1,2.7212,2.3505,1.5635,1.5475
07/09/02,1,2.7293,2.3518,1.5564,1.5455
07/08/02,1,2.7164,2.331,1.5571,1.5304
07/07/02,1,2.7215,2.3199,1.5596,1.5167
07/06/02,1,2.7215,2.3199,1.5596,1.5167
07/05/02,1,2.7215,2.3199,1.5596,1.5167
07/04/02,1,2.7452,2.3379,1.5591,1.5263
07/03/02,1,2.7295,2.3272,1.5574,1.5231
07/02/02,1,2.7306,2.3371,1.5547,1.5295
07/01/02,1,2.731,2.3249,1.5458,1.5324
06/30/02,1,2.7242,2.3092,1.5389,1.5351
06/29/02,1,2.7242,2.3092,1.5389,1.5351
06/28/02,1,2.7242,2.3092,1.5389,1.5351
06/27/02,1,2.6981,2.2978,1.548,1.5207
06/26/02,1,2.6606,2.3101,1.5406,1.5278
06/25/02,1,2.634,2.286,1.547,1.5025
06/24/02,1,2.6076,2.2821,1.5382,1.5045
06/23/02,1,2.6119,2.2855,1.5518,1.4953
06/22/02,1,2.6119,2.2855,1.5518,1.4953
06/21/02,1,2.6119,2.2855,1.5518,1.4953
06/20/02,1,2.6254,2.2948,1.5571,1.4936
06/19/02,1,2.6359,2.3013,1.5605,1.492
06/18/02,1,2.6335,2.2892,1.5642,1.4835
06/17/02,1,2.6463,2.2853,1.5659,1.476
06/16/02,1,2.6044,2.2816,1.5576,1.4763
06/15/02,1,2.6044,2.2816,1.5576,1.4763
06/14/02,1,2.6044,2.2816,1.5576,1.4763
06/13/02,1,2.5871,2.2628,1.5615,1.4705
06/12/02,1,2.5803,2.2611,1.555,1.4698
06/11/02,1,2.5852,2.2575,1.5552,1.4645
06/10/02,1,2.5619,2.2442,1.5449,1.4613
06/09/02,1,2.5494,2.239,1.5468,1.462
06/08/02,1,2.5494,2.239,1.5468,1.462
06/07/02,1,2.5494,2.239,1.5468,1.462
06/06/02,1,2.5475,2.2314,1.5533,1.4579
06/05/02,1,2.5443,2.2356,1.5552,1.4574
06/04/02,1,2.5426,2.2352,1.5504,1.4628
06/03/02,1,2.5654,2.2316,1.562,1.4547
06/02/02,1,2.5783,2.2454,1.5613,1.4656
06/01/02,1,2.5783,2.2454,1.5613,1.4656
05/31/02,1,2.5783,2.2454,1.5613,1.4656
05/30/02,1,2.5958,2.2491,1.5637,1.466
05/29/02,1,2.5881,2.2351,1.5691,1.4624
05/28/02,1,2.6014,2.2358,1.5763,1.4589
05/27/02,1,2.6141,2.2339,1.5828,1.4546
05/26/02,1,2.6202,2.2376,1.5805,1.4522
05/25/02,1,2.6202,2.2376,1.5805,1.4522
05/24/02,1,2.6202,2.2376,1.5805,1.4522
05/23/02,1,2.625,2.2398,1.5815,1.4571
05/22/02,1,2.618,2.2478,1.5773,1.4606
05/21/02,1,2.6247,2.2416,1.582,1.4575
05/20/02,1,2.6474,2.2504,1.5868,1.4602
05/19/02,1,2.6445,2.2598,1.5926,1.4576
05/18/02,1,2.6445,2.2598,1.5926,1.4576
05/17/02,1,2.6445,2.2598,1.5926,1.4576
05/16/02,1,2.6563,2.2684,1.5992,1.4591
05/15/02,1,2.6546,2.2609,1.6057,1.4499
05/14/02,1,2.6596,2.2639,1.6026,1.4522
05/13/02,1,2.6723,2.274,1.6015,1.4603
05/12/02,1,2.6879,2.2815,1.6028,1.4615
05/11/02,1,2.6879,2.2815,1.6028,1.4615
05/10/02,1,2.6879,2.2815,1.6028,1.4615
05/09/02,1,2.693,2.2861,1.6075,1.4565
05/08/02,1,2.6947,2.2865,1.6059,1.4595
05/07/02,1,2.7074,2.2989,1.6051,1.4647
05/06/02,1,2.7258,2.297,1.6051,1.4677
05/05/02,1,2.7255,2.2876,1.615,1.4669
05/04/02,1,2.7255,2.2876,1.615,1.4669
05/03/02,1,2.7255,2.2876,1.615,1.4669
05/02/02,1,2.7228,2.2856,1.6184,1.4617
05/01/02,1,2.7104,2.2828,1.616,1.4557
04/30/02,1,2.7104,2.2828,1.616,1.4557
04/29/02,1,2.6979,2.2842,1.6166,1.461
04/28/02,1,2.6723,2.272,1.6189,1.4523
04/27/02,1,2.6723,2.272,1.6189,1.4523
04/26/02,1,2.6723,2.272,1.6189,1.4523
04/25/02,1,2.6661,2.2713,1.6186,1.4518
04/24/02,1,2.6789,2.2698,1.626,1.4459
04/23/02,1,2.6895,2.2754,1.6308,1.4468
04/22/02,1,2.6823,2.2766,1.6292,1.4471
04/21/02,1,2.6797,2.2773,1.6276,1.4463
04/20/02,1,2.6797,2.2773,1.6276,1.4463
04/19/02,1,2.6797,2.2773,1.6276,1.4463
04/18/02,1,2.6857,2.2727,1.625,1.4454
04/17/02,1,2.6877,2.2794,1.6265,1.4444
04/16/02,1,2.7068,2.2811,1.6324,1.437
04/15/02,1,2.6984,2.2802,1.6329,1.4373
04/14/02,1,2.6865,2.2839,1.6327,1.4372
04/13/02,1,2.6865,2.2839,1.6327,1.4372
04/12/02,1,2.6865,2.2839,1.6327,1.4372
04/11/02,1,2.685,2.2814,1.6321,1.4353
04/10/02,1,2.7072,2.2902,1.6332,1.4369
04/09/02,1,2.7029,2.284,1.6332,1.4312
04/08/02,1,2.7176,2.2813,1.6345,1.4348
04/07/02,1,2.6989,2.2852,1.6327,1.4344
04/06/02,1,2.6989,2.2852,1.6327,1.4344
04/05/02,1,2.6989,2.2852,1.6327,1.4344
04/04/02,1,2.6986,2.2852,1.6289,1.4364
04/03/02,1,2.7074,2.2888,1.6337,1.4382
04/02/02,1,2.695,2.3014,1.6369,1.4382
04/01/02,1,2.6724,2.2713,1.6313,1.4232
03/31/02,1,2.6724,2.2713,1.6313,1.4232
03/30/02,1,2.6724,2.2713,1.6313,1.4232
03/29/02,1,2.6724,2.2713,1.6313,1.4232
03/28/02,1,2.6724,2.2713,1.6313,1.4232
03/27/02,1,2.699,2.2637,1.6289,1.4247
03/26/02,1,2.6929,2.269,1.6292,1.4234
03/25/02,1,2.6857,2.261,1.63,1.4277
03/24/02,1,2.6805,2.2466,1.621,1.4257
03/23/02,1,2.6805,2.2466,1.621,1.4257
03/22/02,1,2.6805,2.2466,1.621,1.4257
03/21/02,1,2.6892,2.2583,1.6181,1.4267
03/20/02,1,2.6853,2.2447,1.6139,1.4225
03/19/02,1,2.724,2.26,1.6179,1.4284
03/18/02,1,2.72,2.2596,1.6197,1.424
03/17/02,1,2.7167,2.2691,1.6095,1.4249
03/16/02,1,2.7167,2.2691,1.6095,1.4249
03/15/02,1,2.7167,2.2691,1.6095,1.4249
03/14/02,1,2.7186,2.2636,1.6106,1.4178
03/13/02,1,2.7148,2.2368,1.615,1.4105
03/12/02,1,2.7214,2.2391,1.6189,1.4138
03/11/02,1,2.7279,2.2545,1.6252,1.4206
03/10/02,1,2.724,2.2632,1.6228,1.4276
03/09/02,1,2.724,2.2632,1.6228,1.4276
03/08/02,1,2.724,2.2632,1.6228,1.4276
03/07/02,1,2.7137,2.2474,1.6221,1.4216
03/06/02,1,2.7336,2.2589,1.6327,1.4224
03/05/02,1,2.7324,2.2586,1.6369,1.4212
03/04/02,1,2.7259,2.2572,1.6402,1.4186
03/03/02,1,2.75,2.2753,1.6385,1.4221
03/02/02,1,2.75,2.2753,1.6385,1.4221
03/01/02,1,2.75,2.2753,1.6385,1.4221
02/28/02,1,2.7425,2.2721,1.6363,1.4155
02/27/02,1,2.7593,2.278,1.6393,1.4179
02/26/02,1,2.7727,2.2881,1.6415,1.4251
02/25/02,1,2.7797,2.2797,1.6356,1.4269
02/24/02,1,2.7751,2.2746,1.6348,1.4299
02/23/02,1,2.7751,2.2746,1.6348,1.4299
02/22/02,1,2.7751,2.2746,1.6348,1.4299
02/21/02,1,2.7654,2.2642,1.638,1.4252
02/20/02,1,2.7646,2.2748,1.6356,1.43
02/19/02,1,2.7586,2.2642,1.6391,1.4247
02/18/02,1,2.7616,2.2732,1.6399,1.4292
02/17/02,1,2.7618,2.2727,1.6407,1.4282
02/16/02,1,2.7618,2.2727,1.6407,1.4282
02/15/02,1,2.7618,2.2727,1.6407,1.4282
02/14/02,1,2.7678,2.268,1.6412,1.4267
02/13/02,1,2.8171,2.2822,1.6388,1.4308
02/12/02,1,2.8048,2.2702,1.6297,1.4265
02/11/02,1,2.7754,2.2693,1.6192,1.4239
02/10/02,1,2.7697,2.2572,1.6173,1.4136
02/09/02,1,2.7697,2.2572,1.6173,1.4136
02/08/02,1,2.7697,2.2572,1.6173,1.4136
02/07/02,1,2.7761,2.2609,1.6263,1.409
02/06/02,1,2.7878,2.2671,1.6335,1.4152
02/05/02,1,2.7789,2.27,1.6353,1.42
02/04/02,1,2.7768,2.2547,1.6402,1.4177
02/03/02,1,2.7759,2.2474,1.6393,1.4151
02/02/02,1,2.7759,2.2474,1.6393,1.4151
02/01/02,1,2.7759,2.2474,1.6393,1.4151
01/31/02,1,2.7779,2.2373,1.6364,1.4134
01/30/02,1,2.7944,2.2442,1.6367,1.4144
01/29/02,1,2.7465,2.2432,1.6377,1.4124
01/28/02,1,2.7361,2.2687,1.6404,1.4072
01/27/02,1,2.7432,2.2746,1.6324,1.4141
01/26/02,1,2.7432,2.2746,1.6324,1.4141
01/25/02,1,2.7432,2.2746,1.6324,1.4141
01/24/02,1,2.7518,2.2743,1.621,1.4211
01/23/02,1,2.7427,2.2945,1.6121,1.4277
01/22/02,1,2.7515,2.2966,1.6171,1.4279
01/21/02,1,2.7732,2.3224,1.6244,1.436
01/20/02,1,2.7893,2.3154,1.6284,1.4346
01/19/02,1,2.7893,2.3154,1.6284,1.4346
01/18/02,1,2.7893,2.3154,1.6284,1.4346
01/17/02,1,2.7892,2.3161,1.6276,1.4354
01/16/02,1,2.7932,2.2864,1.63,1.4372
01/15/02,1,2.7893,2.3048,1.6221,1.4472
01/14/02,1,2.7983,2.3148,1.6242,1.4499
01/13/02,1,2.7705,2.313,1.6184,1.4434
01/12/02,1,2.7705,2.313,1.6184,1.4434
01/11/02,1,2.7705,2.313,1.6184,1.4434
01/10/02,1,2.7492,2.3095,1.6202,1.4435
01/09/02,1,2.7588,2.3,1.6162,1.4418
01/08/02,1,2.7677,2.3078,1.6176,1.4411
01/07/02,1,2.7737,2.2945,1.6145,1.4377
01/06/02,1,2.7795,2.3009,1.6085,1.4402
01/05/02,1,2.7795,2.3009,1.6085,1.4402
01/04/02,1,2.7795,2.3009,1.6085,1.4402
01/03/02,1,2.8014,2.306,1.599,1.4448
01/02/02,1,2.8111,2.3053,1.5969,1.4433
01/01/02,1,2.8398,2.3134,1.6434,1.4483
12/31/01,1,2.8398,2.3134,1.6434,1.4483
12/30/01,1,2.8398,2.3134,1.6434,1.4483
12/29/01,1,2.8398,2.3134,1.6434,1.4483
12/28/01,1,2.8398,2.3134,1.6434,1.4483
12/27/01,1,2.8545,2.3209,1.642,1.4488
12/26/01,1,2.8267,2.2921,1.6321,1.4359
12/25/01,1,2.8267,2.2921,1.6321,1.4359
12/24/01,1,2.8267,2.2921,1.6321,1.4359
12/23/01,1,2.8577,2.2903,1.6192,1.448
12/22/01,1,2.8577,2.2903,1.6192,1.448
12/21/01,1,2.8577,2.2903,1.6192,1.448
12/20/01,1,2.8498,2.282,1.6121,1.4466
12/19/01,1,2.8183,2.2864,1.6137,1.4496
12/18/01,1,2.8198,2.2849,1.6158,1.4561
12/17/01,1,2.8099,2.2741,1.6095,1.4565
12/16/01,1,2.7985,2.2744,1.6085,1.4502
12/15/01,1,2.7985,2.2744,1.6085,1.4502
12/14/01,1,2.7985,2.2744,1.6085,1.4502
12/13/01,1,2.7768,2.2654,1.6106,1.4455
12/12/01,1,2.7767,2.2563,1.6111,1.44
12/11/01,1,2.7899,2.2646,1.6103,1.4345
12/10/01,1,2.7765,2.2533,1.6134,1.4279
12/09/01,1,2.7632,2.2512,1.6023,1.4278
12/08/01,1,2.7632,2.2512,1.6023,1.4278
12/07/01,1,2.7632,2.2512,1.6023,1.4278
12/06/01,1,2.7457,2.2337,1.5986,1.421
12/05/01,1,2.7628,2.2384,1.5949,1.4225
12/04/01,1,2.7524,2.2379,1.5977,1.4223
12/03/01,1,2.7415,2.2397,1.5936,1.4223
12/02/01,1,2.7369,2.2534,1.6031,1.4264
12/01/01,1,2.7369,2.2534,1.6031,1.4264
11/30/01,1,2.7369,2.2534,1.6031,1.4264
11/29/01,1,2.7462,2.2548,1.6036,1.4251
11/28/01,1,2.7185,2.2504,1.6038,1.4164
11/27/01,1,2.6988,2.245,1.6036,1.4092
11/26/01,1,2.7342,2.2669,1.6077,1.4177
11/25/01,1,2.7352,2.26,1.608,1.4142
11/24/01,1,2.7352,2.26,1.608,1.4142
11/23/01,1,2.7352,2.26,1.608,1.4142
11/22/01,1,2.738,2.2618,1.61,1.4133
11/21/01,1,2.7417,2.2686,1.6145,1.4193
11/20/01,1,2.7206,2.2553,1.6059,1.4171
11/19/01,1,2.7268,2.2515,1.6166,1.4214
11/18/01,1,2.7357,2.2794,1.6194,1.4324
11/17/01,1,2.7357,2.2794,1.6194,1.4324
11/16/01,1,2.7357,2.2794,1.6194,1.4324
11/15/01,1,2.7629,2.2848,1.6263,1.4352
11/14/01,1,2.7514,2.2853,1.6324,1.437
11/13/01,1,2.782,2.3042,1.6327,1.4436
11/12/01,1,2.7978,2.3291,1.6299,1.4537
11/11/01,1,2.8234,2.3239,1.6276,1.4535
11/10/01,1,2.8234,2.3239,1.6276,1.4535
11/09/01,1,2.8234,2.3239,1.6276,1.4535
11/08/01,1,2.845,2.3375,1.6319,1.4641
11/07/01,1,2.8408,2.3321,1.6247,1.4645
11/06/01,1,2.8397,2.3215,1.6255,1.4566
11/05/01,1,2.8668,2.3161,1.6228,1.4542
11/04/01,1,2.8892,2.3393,1.6173,1.4647
11/03/01,1,2.8892,2.3393,1.6173,1.4647
11/02/01,1,2.8892,2.3393,1.6173,1.4647
11/01/01,1,2.8651,2.3342,1.6113,1.4658
10/31/01,1,2.8878,2.3092,1.6095,1.4553
10/30/01,1,2.8588,2.2916,1.6046,1.4544
10/29/01,1,2.8717,2.2865,1.6103,1.4501
10/28/01,1,2.85,2.2501,1.6041,1.4294
10/27/01,1,2.85,2.2501,1.6041,1.4294
10/26/01,1,2.85,2.2501,1.6041,1.4294
10/25/01,1,2.8146,2.2423,1.6026,1.4245
10/24/01,1,2.8049,2.2428,1.5982,1.4251
10/23/01,1,2.7916,2.2384,1.598,1.4201
10/22/01,1,2.8185,2.2545,1.5949,1.4305
10/21/01,1,2.8473,2.273,1.6003,1.4417
10/20/01,1,2.8473,2.273,1.6003,1.4417
10/19/01,1,2.8473,2.273,1.6003,1.4417
10/18/01,1,2.8405,2.2741,1.6003,1.4444
10/17/01,1,2.8245,2.2626,1.6023,1.4456
10/16/01,1,2.8172,2.2533,1.5969,1.4455
10/15/01,1,2.8219,2.2645,1.5941,1.4502
10/14/01,1,2.8953,2.259,1.6005,1.4469
10/13/01,1,2.8953,2.259,1.6005,1.4469
10/12/01,1,2.8953,2.259,1.6005,1.4469
10/11/01,1,2.9004,2.2706,1.5995,1.4495
10/10/01,1,2.8936,2.2759,1.5908,1.4534
10/09/01,1,2.9163,2.291,1.5982,1.4692
10/08/01,1,2.9067,2.3036,1.5997,1.474
10/07/01,1,2.9163,2.3182,1.6119,1.4787
10/06/01,1,2.9163,2.3182,1.6119,1.4787
10/05/01,1,2.9163,2.3182,1.6119,1.4787
10/04/01,1,2.9564,2.3067,1.615,1.4724
10/03/01,1,2.9564,2.3108,1.6013,1.4746
10/02/01,1,2.9997,2.3244,1.6108,1.4802
10/01/01,1,3.0023,2.3335,1.6197,1.478
09/30/01,1,2.9614,2.318,1.6077,1.468
09/29/01,1,2.9614,2.318,1.6077,1.468
09/28/01,1,2.9614,2.318,1.6077,1.468
09/27/01,1,3.0349,2.3187,1.6015,1.4742
09/26/01,1,2.9696,2.3141,1.5987,1.4739
09/25/01,1,2.9657,2.292,1.5936,1.4623
09/24/01,1,2.9726,2.2936,1.5959,1.4625
09/23/01,1,3.0154,2.283,1.587,1.4601
09/22/01,1,3.0154,2.283,1.587,1.4601
09/21/01,1,3.0154,2.283,1.587,1.4601
09/20/01,1,2.9665,2.2981,1.5823,1.465
09/19/01,1,2.9791,2.3011,1.5815,1.4642
09/18/01,1,2.9588,2.3057,1.5863,1.4683
09/17/01,1,2.9315,2.3089,1.5863,1.4703
09/16/01,1,2.8564,2.3184,1.6008,1.4757
09/15/01,1,2.8564,2.3184,1.6008,1.4757
09/14/01,1,2.8564,2.3184,1.6008,1.4757
09/13/01,1,2.8541,2.295,1.621,1.4686
09/12/01,1,2.8446,2.2913,1.6192,1.4657
09/11/01,1,2.8351,2.2716,1.6244,1.4561
09/10/01,1,2.8571,2.2967,1.6202,1.4658
09/09/01,1,2.7969,2.2629,1.6231,1.453
09/08/01,1,2.7969,2.2629,1.6231,1.453
09/07/01,1,2.7969,2.2629,1.6231,1.453
09/06/01,1,2.7831,2.2563,1.6369,1.4495
09/05/01,1,2.7781,2.2567,1.6265,1.4462
09/04/01,1,2.7707,2.2429,1.6137,1.4475
09/03/01,1,2.7626,2.2574,1.6038,1.455
09/02/01,1,2.7534,2.2503,1.5911,1.4571
09/01/01,1,2.7534,2.2503,1.5911,1.4571
08/31/01,1,2.7534,2.2503,1.5911,1.4571
08/30/01,1,2.7392,2.245,1.5982,1.4536
08/29/01,1,2.744,2.2417,1.5952,1.4551
08/28/01,1,2.7324,2.2223,1.5921,1.4396
08/27/01,1,2.732,2.2212,1.5855,1.4413
08/26/01,1,2.7196,2.2238,1.583,1.4418
08/25/01,1,2.7196,2.2238,1.583,1.4418
08/24/01,1,2.7196,2.2238,1.583,1.4418
08/23/01,1,2.7146,2.2315,1.5858,1.445
08/22/01,1,2.7053,2.2561,1.5808,1.4568
08/21/01,1,2.7141,2.2378,1.5863,1.448
08/20/01,1,2.7085,2.2346,1.5798,1.4453
08/19/01,1,2.7059,2.2211,1.5805,1.4443
08/18/01,1,2.7059,2.2211,1.5805,1.4443
08/17/01,1,2.7059,2.2211,1.5805,1.4443
08/16/01,1,2.743,2.2064,1.5803,1.445
08/15/01,1,2.7256,2.1997,1.5763,1.4366
08/14/01,1,2.7535,2.1866,1.5843,1.4208
08/13/01,1,2.7454,2.1911,1.5843,1.4244
08/12/01,1,2.7647,2.2002,1.5952,1.4254
08/11/01,1,2.7647,2.2002,1.5952,1.4254
08/10/01,1,2.7647,2.2002,1.5952,1.4254
08/09/01,1,2.7486,2.179,1.6041,1.4201
08/08/01,1,2.7493,2.1725,1.6163,1.4164
08/07/01,1,2.7474,2.1622,1.6142,1.4153
08/06/01,1,2.7553,2.1753,1.6155,1.4225
08/05/01,1,2.7612,2.1927,1.6223,1.4286
08/04/01,1,2.7612,2.1927,1.6223,1.4286
08/03/01,1,2.7612,2.1927,1.6223,1.4286
08/02/01,1,2.7585,2.1993,1.6273,1.4301
08/01/01,1,2.7921,2.2016,1.6244,1.4323
07/31/01,1,2.8133,2.1796,1.6279,1.4252
07/30/01,1,2.8217,2.185,1.6297,1.4262
07/29/01,1,2.8209,2.1863,1.6284,1.4278
07/28/01,1,2.8209,2.1863,1.6284,1.4278
07/27/01,1,2.8209,2.1863,1.6284,1.4278
07/26/01,1,2.8051,2.1909,1.6271,1.426
07/25/01,1,2.82,2.1936,1.6242,1.4281
07/24/01,1,2.7939,2.1829,1.6289,1.4185
07/23/01,1,2.8052,2.1978,1.6402,1.423
07/22/01,1,2.7968,2.2117,1.6345,1.4345
07/21/01,1,2.7968,2.2117,1.6345,1.4345
07/20/01,1,2.7968,2.2117,1.6345,1.4345
07/19/01,1,2.753,2.1841,1.626,1.4184
07/18/01,1,2.7573,2.1613,1.6321,1.4085
07/17/01,1,2.7613,2.149,1.6426,1.3988
07/16/01,1,2.7473,2.1562,1.6324,1.4011
07/15/01,1,2.7616,2.1496,1.6418,1.4019
07/14/01,1,2.7616,2.1496,1.6418,1.4019
07/13/01,1,2.7616,2.1496,1.6418,1.4019
07/12/01,1,2.7882,2.1453,1.6472,1.4064
07/11/01,1,2.771,2.1556,1.6453,1.4167
07/10/01,1,2.766,2.1447,1.6523,1.4119
07/09/01,1,2.7808,2.1352,1.6628,1.4066
07/08/01,1,2.7648,2.1177,1.6678,1.3983
07/07/01,1,2.7648,2.1177,1.6678,1.3983
07/06/01,1,2.7648,2.1177,1.6678,1.3983
07/05/01,1,2.7159,2.125,1.6694,1.406
07/04/01,1,2.702,2.1201,1.6595,1.4028
07/03/01,1,2.7285,2.1332,1.6614,1.4117
07/02/01,1,2.7779,2.1405,1.6722,1.4139
07/01/01,1,2.7748,2.1434,1.6581,1.4061
06/30/01,1,2.7748,2.1434,1.6581,1.4061
06/29/01,1,2.7748,2.1434,1.6581,1.4061
06/28/01,1,2.7564,2.1466,1.657,1.4103
06/27/01,1,2.7232,2.1397,1.6418,1.4155
06/26/01,1,2.7292,2.1486,1.642,1.414
06/25/01,1,2.7343,2.1537,1.6442,1.4152
06/24/01,1,2.7348,2.1537,1.6565,1.4126
06/23/01,1,2.7348,2.1537,1.6565,1.4126
06/22/01,1,2.7348,2.1537,1.6565,1.4126
06/21/01,1,2.7276,2.1563,1.6491,1.4103
06/20/01,1,2.6907,2.1394,1.6367,1.3933
06/19/01,1,2.6712,2.1402,1.6308,1.3964
06/18/01,1,2.6852,2.1427,1.6329,1.4012
06/17/01,1,2.6709,2.1535,1.626,1.4085
06/16/01,1,2.6709,2.1535,1.626,1.4085
06/15/01,1,2.6709,2.1535,1.626,1.4085
06/14/01,1,2.6516,2.114,1.6356,1.3889
06/13/01,1,2.615,2.098,1.6121,1.3771
06/12/01,1,2.623,2.0993,1.6255,1.3774
06/11/01,1,2.6331,2.0997,1.6297,1.3843
